time,x,y,vx,vy,omega,linear_velocity,distance_from_start,goal_status
1.28,6.954921752272087,1.9283989039185545,2.2466818836905826e-06,6.496180701235694e-06,4.6048289271336224e-05,6.8737139298643005e-06,6.630138138366029e-06,SUCCEEDED
1.314,6.954921733806138,1.928399085809414,2.246685347446088e-06,6.496190679382688e-06,4.60481980588395e-05,6.873724492102332e-06,6.8129639461772985e-06,SUCCEEDED
1.347,6.954921715883041,1.9283992623504949,2.246688792774074e-06,6.496200409202151e-06,4.604810991318207e-05,6.873734813628965e-06,6.990412503807785e-06,SUCCEEDED
1.379,6.9549216979596835,1.9283994388915306,2.24669221700531e-06,6.496210082934906e-06,4.6048021626424674e-05,6.87374507525391e-06,7.167861042964787e-06,SUCCEEDED
1.413,6.954921679492923,1.9283996207822458,2.246695699091047e-06,6.496220109931017e-06,4.604793056018337e-05,6.8737556896493175e-06,7.350686789168687e-06,SUCCEEDED
1.447,6.954921661569038,1.9283997973231877,2.2466991147852974e-06,6.496229761488893e-06,4.604784223699414e-05,6.873765927526997e-06,7.528135288072694e-06,SUCCEEDED
1.48,6.954921643644893,1.9283999738640825,2.2467027401382165e-06,6.496239441978243e-06,4.6047753947335636e-05,6.8737762612743196e-06,7.70558376651592e-06,SUCCEEDED
1.514,6.954921625177319,1.9284001557546535,2.246706073019364e-06,6.496249112527237e-06,4.604766310035315e-05,6.873786490032478e-06,7.88840945142582e-06,SUCCEEDED
1.5470000000000002,6.954921607252647,1.928400332295456,2.2467097168759165e-06,6.496258842480753e-06,4.604757495961855e-05,6.873796876575132e-06,8.06585789116422e-06,SUCCEEDED
1.58,6.9549215893277125,1.9284005088362128,2.246713130823648e-06,6.496268489451153e-06,4.6047486647080965e-05,6.8738071095464536e-06,8.243306312078787e-06,SUCCEEDED
1.6139999999999999,6.9549215708593275,1.9284006907266409,2.246716614187755e-06,6.496278520835865e-06,4.6047395653525955e-05,6.873817728507259e-06,8.426131936712322e-06,SUCCEEDED
1.647,6.9549215529338655,1.9284008672673032,2.2467200253661687e-06,6.496288160520343e-06,4.6047307333389974e-05,6.873827953687678e-06,8.60358031680446e-06,SUCCEEDED
1.6800000000000002,6.954921535008143,1.9284010438079195,2.2467234657115825e-06,6.496297877894585e-06,4.6047219231852454e-05,6.873838261824084e-06,8.781028677452456e-06,SUCCEEDED
1.7149999999999999,6.954921516538945,1.9284012256982042,2.246726951062938e-06,6.496307915127081e-06,4.604712828356021e-05,6.873848886961026e-06,8.963854241549968e-06,SUCCEEDED
1.7469999999999999,6.954921498612695,1.9284014022387268,2.2467303783094693e-06,6.496317597809404e-06,4.60470401057028e-05,6.873859158029553e-06,9.141302562260977e-06,SUCCEEDED
1.78,6.954921480686185,1.9284015787792044,2.2467340132277007e-06,6.496327304969214e-06,4.6046951964212726e-05,6.873869520108948e-06,9.318750864412372e-06,SUCCEEDED
1.811,6.954921462216174,1.9284017606693455,2.24673731517087e-06,6.496337382717712e-06,4.604686118354293e-05,6.873880123589356e-06,9.501576367797254e-06,SUCCEEDED
1.847,6.954921444289135,1.9284019372097296,2.246740711551548e-06,6.49634698349635e-06,4.604677280792289e-05,6.873890307164152e-06,9.679024630413762e-06,SUCCEEDED
1.88,6.954921426361837,1.9284021137500669,2.24674433792561e-06,6.496356667949801e-06,4.604668462338137e-05,6.87390064499165e-06,9.856472872524881e-06,SUCCEEDED
1.9140000000000001,6.954921407891015,1.9284022956400637,2.246747631703439e-06,6.496366724407849e-06,4.604659381136067e-05,6.873911225682114e-06,1.0039298314316268e-05,SUCCEEDED
1.947,6.954921389963188,1.9284024721803081,2.246751272980068e-06,6.496376448711324e-06,4.604650575051971e-05,6.873921606041832e-06,1.0216746517557035e-05,SUCCEEDED
1.98,6.954921372035101,1.9284026487205073,2.2467546873516854e-06,6.496386098241188e-06,4.6046417547638344e-05,6.873931841570596e-06,1.0394194701929363e-05,SUCCEEDED
2.014,6.954921353563467,1.9284028306103598,2.24675818943457e-06,6.496395691525557e-06,4.604632656739177e-05,6.873942052611669e-06,1.0577020082130028e-05,SUCCEEDED
2.047,6.954921335634851,1.9284030071504643,2.246761600118605e-06,6.4964058201100335e-06,4.604623856394848e-05,6.873952739678026e-06,1.0754468225866534e-05,SUCCEEDED
2.079,6.954921317705975,1.928403183690523,2.2467650311701402e-06,6.496415514217585e-06,4.604615049894196e-05,6.8739630227879385e-06,1.093191635038337e-05,SUCCEEDED
2.114,6.954921299233529,1.928403365580233,2.2467685475109004e-06,6.496425145759594e-06,4.6046059644430887e-05,6.873973274645589e-06,1.1114741670763362e-05,SUCCEEDED
2.147,6.954921281304125,1.9284035421201986,2.2467719700510003e-06,6.496434817076992e-06,4.604597152948473e-05,6.873983533435108e-06,1.1292189755881943e-05,SUCCEEDED
2.179,6.954921263374461,1.9284037186601184,2.2467756068996376e-06,6.496444530545765e-06,4.604588350050374e-05,6.873993902107946e-06,1.1469637821692038e-05,SUCCEEDED
2.214,6.954921244901203,1.9284039005496851,2.2467790889409267e-06,6.496454560307714e-06,4.6045792651153356e-05,6.874004519102757e-06,1.1652463081591407e-05,SUCCEEDED
2.247,6.954921226971011,1.928404077089511,2.2467825153008293e-06,6.496464242057407e-06,4.60457045856347e-05,6.8740147890000965e-06,1.1829911107342326e-05,SUCCEEDED
2.2800000000000002,6.954921209040559,1.9284042536292916,2.2467859356836426e-06,6.496473908134483e-06,4.604561649072544e-05,6.874025042132007e-06,1.2007359114227466e-05,SUCCEEDED
2.314,6.954921190566487,1.928404435518713,2.2467896160454834e-06,6.496483937132042e-06,4.604552561902841e-05,6.8740357232258e-06,1.2190184311929907e-05,SUCCEEDED
2.347,6.9549211726355065,1.9284046120583995,2.2467928528428267e-06,6.496493643469348e-06,4.6045437686480575e-05,6.874045954401473e-06,1.2367632278536767e-05,SUCCEEDED
2.38,6.954921154704266,1.9284047885980407,2.2467962709692785e-06,6.496503304013138e-06,4.604534960254811e-05,6.874056201566516e-06,1.2545080226368439e-05,SUCCEEDED
2.414,6.954921136229383,1.9284049704873185,2.2467999558655743e-06,6.496513345389657e-06,4.6045258786800376e-05,6.874066895841461e-06,1.2727905363064284e-05,SUCCEEDED
2.446,6.954921118297614,1.9284051470268657,2.2468031868484515e-06,6.49652303645338e-06,4.604517083437022e-05,6.874077110681972e-06,1.290535327084039e-05,SUCCEEDED
2.479,6.954921100365585,1.928405323566367,2.2468068155136764e-06,6.496532728628411e-06,4.604508281264492e-05,6.874087456555875e-06,1.3082801159179472e-05,SUCCEEDED
2.5140000000000002,6.954921081889889,1.9284055054555023,2.246810297780824e-06,6.49654275988154e-06,4.604499203903598e-05,6.874098075033786e-06,1.3265626236155454e-05,SUCCEEDED
2.547,6.9549210639573324,1.92840568199491,2.2468137313495063e-06,6.496552462021464e-06,4.604490410504437e-05,6.874108366557647e-06,1.3443074084792884e-05,SUCCEEDED
2.58,6.954921046024515,1.9284058585342716,2.246817134902104e-06,6.4965620839405085e-06,4.6044815956006004e-05,6.8741185724559e-06,1.362052191377327e-05,SUCCEEDED
2.614,6.954921027548008,1.9284060404232624,2.2468208770461227e-06,6.496571789334272e-06,4.604472538470163e-05,6.87412896791326e-06,1.380334692895427e-05,SUCCEEDED
2.6470000000000002,6.954921009614662,1.9284062169625313,2.246824099752663e-06,6.4965814593564115e-06,4.6044637431666846e-05,6.874139160162736e-06,1.3980794719297867e-05,SUCCEEDED
2.68,6.954920991681057,1.9284063935017541,2.246827515023261e-06,6.496591112789264e-06,4.6044549391961e-05,6.874149399673973e-06,1.4158242489805886e-05,SUCCEEDED
2.713,6.954920973203738,1.9284065753906015,2.2468312048070004e-06,6.496601168010753e-06,4.6044458684034245e-05,6.8741601086309564e-06,1.4341067444299225e-05,SUCCEEDED
2.747,6.9549209552696025,1.9284067519297305,2.246834433456586e-06,6.496610853795078e-06,4.6044370790792894e-05,6.874170317719382e-06,1.4518515175157431e-05,SUCCEEDED
2.7800000000000002,6.95492093733521,1.928406928468814,2.2468380643659913e-06,6.496620552847194e-06,4.604428285786645e-05,6.8741806708261965e-06,1.4695962886533045e-05,SUCCEEDED
2.814,6.954920918857077,1.9284071103575189,2.246841543618775e-06,6.496630576860439e-06,4.6044192134545695e-05,6.874191281476621e-06,1.4878787781625471e-05,SUCCEEDED
2.849,6.954920900922154,1.9284072868965076,2.2468449645938326e-06,6.496640246177663e-06,4.6044104180551035e-05,6.874201537864308e-06,1.5056235452469446e-05,SUCCEEDED
2.879,6.954920882986973,1.9284074634354516,2.2468483954595905e-06,6.496649941938395e-06,4.60440163062322e-05,6.874211822475904e-06,1.5233683104805067e-05,SUCCEEDED
2.915,6.954920864508028,1.9284076453240127,2.2468520969519637e-06,6.496660028818571e-06,4.604392573049306e-05,6.874222565179742e-06,1.5416507938773564e-05,SUCCEEDED
2.9459999999999997,6.954920846572318,1.928407821862863,2.2468552924155316e-06,6.496669626869333e-06,4.604383765013865e-05,6.8742326805064005e-06,1.559395555159418e-05,SUCCEEDED
2.981,6.954920828636347,1.9284079984016673,2.2468587275013854e-06,6.496679333998778e-06,4.6043749824703446e-05,6.874242977241636e-06,1.5771403144761313e-05,SUCCEEDED
3.015,6.95492081015659,1.9284081802900843,2.2468624151445235e-06,6.496689384531521e-06,4.604365917941505e-05,6.874253681067759e-06,1.595422791738775e-05,SUCCEEDED
3.047,6.954920792220091,1.9284083568287949,2.2468656351339104e-06,6.496699048080397e-06,4.604357129533818e-05,6.874263866311392e-06,1.6131675470731057e-05,SUCCEEDED
3.08,6.954920774283332,1.9284085333674599,2.2468692748225158e-06,6.496708771329043e-06,4.6043483497143736e-05,6.87427424515528e-06,1.6309123004994776e-05,SUCCEEDED
3.114,6.954920755802763,1.9284087152557345,2.2468728121836334e-06,6.49671846212857e-06,4.60433930503847e-05,6.874284559886374e-06,1.6491947718138916e-05,SUCCEEDED
3.147,6.954920737865476,1.9284088917943067,2.24687619598857e-06,6.4967280330398185e-06,4.6043304897825594e-05,6.874294711123861e-06,1.6669395213464252e-05,SUCCEEDED
3.18,6.954920719927928,1.9284090683328323,2.2468796349583962e-06,6.496737751112175e-06,4.604321714883728e-05,6.874305019470467e-06,1.684684268869606e-05,SUCCEEDED
3.213,6.954920701446547,1.928409250220962,2.2468833174832763e-06,6.496747788425369e-06,4.6043126511976154e-05,6.874315709130224e-06,1.7029667339709774e-05,SUCCEEDED
3.247,6.954920683508472,1.9284094267593939,2.24688654542171e-06,6.496757473677589e-06,4.6043038731763916e-05,6.874325917483307e-06,1.7207114775031652e-05,SUCCEEDED
3.2800000000000002,6.954920665570136,1.9284096032977807,2.2468899719728395e-06,6.496767159024661e-06,4.6042950921930815e-05,6.874336190842973e-06,1.7384562191807256e-05,SUCCEEDED
3.314,6.954920647087942,1.9284097851857678,2.2468936582497215e-06,6.496777206765203e-06,4.604286033840511e-05,6.874346891583715e-06,1.7567386783123318e-05,SUCCEEDED
3.347,6.954920629149078,1.92840996172406,2.246897061540576e-06,6.496786830125612e-06,4.604277237085052e-05,6.874357098758637e-06,1.7744834159196877e-05,SUCCEEDED
3.38,6.954920611209955,1.9284101382623058,2.2469004920162513e-06,6.496796526021913e-06,4.6042684608124765e-05,6.874367383370871e-06,1.7922281515309872e-05,SUCCEEDED
3.414,6.954920592726949,1.928410320150149,2.2469039980170422e-06,6.4968066230126295e-06,4.604259422554938e-05,6.874378071733162e-06,1.8105106045515885e-05,SUCCEEDED
3.447,6.954920574787297,1.9284104966883029,2.2469074029875735e-06,6.496816251244796e-06,4.6042506297563096e-05,6.874388284061269e-06,1.828255336357955e-05,SUCCEEDED
3.48,6.9549205568473855,1.9284106732264097,2.2469108273422403e-06,6.496825931268881e-06,4.60424185163315e-05,6.874398551672397e-06,1.8460000661110536e-05,SUCCEEDED
3.5140000000000002,6.9549205383635675,1.9284108551141084,2.2469143161828806e-06,6.49683598265722e-06,4.6042328028821924e-05,6.8744091913281674e-06,1.8642825129546546e-05,SUCCEEDED
3.547,6.954920520423127,1.9284110316521226,2.246917952739641e-06,6.496845698537532e-06,4.604224031157082e-05,6.87441956218482e-06,1.8820272388367283e-05,SUCCEEDED
3.58,6.954920502482426,1.928411208190091,2.2469211607614023e-06,6.49685533201911e-06,4.604215247475047e-05,6.874429715100919e-06,1.8997719628071415e-05,SUCCEEDED
3.614,6.954920483997797,1.928411390077646,2.2469248796877795e-06,6.496864978377228e-06,4.6042061981821074e-05,6.8744400471765326e-06,1.9180544035534097e-05,SUCCEEDED
3.6470000000000002,6.954920466056567,1.9284115666155204,2.2469282848391277e-06,6.49687509660966e-06,4.604197431595836e-05,6.874450722651002e-06,1.9357991234983425e-05,SUCCEEDED
3.681,6.954920448115078,1.9284117431533494,2.246931722071934e-06,6.496884322555749e-06,4.6041886460591376e-05,6.874460565333386e-06,1.9535438415579395e-05,SUCCEEDED
3.714,6.954920429629636,1.9284119250407603,2.2469352099187086e-06,6.49689437159266e-06,4.604179600745006e-05,6.874471202442034e-06,1.9718262761809168e-05,SUCCEEDED
3.747,6.954920411687619,1.9284121015784954,2.246938646724913e-06,6.496904085365057e-06,4.6041708376017345e-05,6.874481506017683e-06,1.989570990237305e-05,SUCCEEDED
3.7800000000000002,6.954920393745342,1.9284122781161852,2.246942076815072e-06,6.496913781452599e-06,4.6041620707842874e-05,6.874491790684656e-06,2.0073157024084455e-05,SUCCEEDED
3.814,6.954920375259087,1.9284124600034542,2.24694555308082e-06,6.4969238002917016e-06,4.604153020545311e-05,6.874502395468812e-06,2.0255981311293185e-05,SUCCEEDED
3.847,6.954920357316282,1.9284126365410503,2.246949177666719e-06,6.496933485133979e-06,4.60414424729634e-05,6.874512733079509e-06,2.0433428393195215e-05,SUCCEEDED
3.883,6.954920339373216,1.9284128130786011,2.2469524097441145e-06,6.496943183125502e-06,4.604135487035588e-05,6.8745229548249974e-06,2.0610875456335396e-05,SUCCEEDED
3.914,6.954920320886149,1.9284129949657265,2.2469560854599072e-06,6.496953204361251e-06,4.6041264359040655e-05,6.874533627064838e-06,2.0793699682758586e-05,SUCCEEDED
3.947,6.954920302942556,1.928413171503183,2.246959511862659e-06,6.4969628909022015e-06,4.604117669765079e-05,6.87454390150433e-06,2.0971146705338734e-05,SUCCEEDED
3.98,6.954920284998702,1.9284133480405936,2.24696272683833e-06,6.496972543706309e-06,4.6041088997331066e-05,6.874554074954562e-06,2.1148593708716103e-05,SUCCEEDED
4.013,6.954920266510823,1.9284135299275753,2.2469664208214034e-06,6.496982613635027e-06,4.604099863384666e-05,6.8745647991836385e-06,2.1331417874356536e-05,SUCCEEDED
4.047,6.954920248566442,1.9284137064648925,2.2469698355927848e-06,6.4969922695511665e-06,4.6040910914743035e-05,6.874575040878634e-06,2.1508864838059312e-05,SUCCEEDED
4.08,6.9549202306217985,1.9284138830021644,2.246973273445978e-06,6.497001987116396e-06,4.604082337144165e-05,6.874585348381016e-06,2.168631178318149e-05,SUCCEEDED
4.114,6.954920212133107,1.9284140648890027,2.2469767430718143e-06,6.4970119889997535e-06,4.604073288965779e-05,6.874595934970444e-06,2.1869135888173113e-05,SUCCEEDED
4.149,6.954920194187937,1.9284142414261802,2.2469804086580776e-06,6.497021294784652e-06,4.60406453065283e-05,6.874605927744401e-06,2.2046582792649126e-05,SUCCEEDED
4.18,6.954920176242506,1.9284144179633123,2.246983583324184e-06,6.4970313296923845e-06,4.604055757804356e-05,6.874616449136111e-06,2.222402967823479e-05,SUCCEEDED
4.214,6.954920157753002,1.928414599850006,2.246987307895178e-06,6.497040992651052e-06,4.6040467268092417e-05,6.874626798745527e-06,2.2406853721565574e-05,SUCCEEDED
4.247,6.954920139807045,1.9284147763870438,2.2469907262149226e-06,6.497050658531107e-06,4.6040379620231544e-05,6.874637051016975e-06,2.2584300566727786e-05,SUCCEEDED
4.28,6.954920121860826,1.9284149529240366,2.246993950120554e-06,6.497060335956395e-06,4.604029205368953e-05,6.874647250654843e-06,2.2761747393442353e-05,SUCCEEDED
4.314,6.95492010337051,1.9284151348105874,2.246997645097645e-06,6.497070409136612e-06,4.6040201764613656e-05,6.874657978281752e-06,2.294457137657169e-05,SUCCEEDED
4.3469999999999995,6.954920085423763,1.9284153113474873,2.247001080973805e-06,6.497080122113815e-06,4.6040114268308235e-05,6.874668280801911e-06,2.312201816436954e-05,SUCCEEDED
4.38,6.954920067476755,1.9284154878843416,2.247004487104724e-06,6.497089755761443e-06,4.604002656199146e-05,6.87467849862734e-06,2.3299464932968174e-05,SUCCEEDED
4.414,6.9549200489856275,1.9284156697707489,2.247007982579706e-06,6.497099827228193e-06,4.603993633537197e-05,6.874689159427176e-06,2.3482288855457023e-05,SUCCEEDED
4.447,6.9549200310380925,1.928415846307509,2.2470115868004675e-06,6.497109459535877e-06,4.6039848598700625e-05,6.874699440732382e-06,2.3659735583725548e-05,SUCCEEDED
4.48,6.954920013090296,1.928416022844223,2.24701481213362e-06,6.497119141143348e-06,4.603976108789881e-05,6.8747096447893105e-06,2.383718229266458e-05,SUCCEEDED
4.514,6.954919994598358,1.9284162047304867,2.247018508927853e-06,6.497129219803419e-06,4.6039670860640366e-05,6.8747203781890455e-06,2.402000615420506e-05,SUCCEEDED
4.547,6.954919976650034,1.9284163812671078,2.247021935021825e-06,6.497138907154643e-06,4.603958333771126e-05,6.874730653293397e-06,2.4197452823920334e-05,SUCCEEDED
4.58,6.95491995870145,1.9284165578036834,2.2470253569564276e-06,6.497148583428883e-06,4.60394957899703e-05,6.874740916569664e-06,2.437489947465907e-05,SUCCEEDED
4.614,6.954919940208698,1.9284167396898033,2.2470288192293717e-06,6.497158566941035e-06,4.6039405371075694e-05,6.874751483393609e-06,2.4557723275523196e-05,SUCCEEDED
4.646,6.954919922259586,1.9284169162262836,2.2470322553692696e-06,6.4971682810737095e-06,4.603931793941499e-05,6.874761787091987e-06,2.4735169884830897e-05,SUCCEEDED
4.68,6.954919904310213,1.92841709276272,2.247035685816975e-06,6.497177980477109e-06,4.603923048103146e-05,6.874772075009583e-06,2.4912616476888805e-05,SUCCEEDED
4.714,6.954919885816649,1.9284172746486958,2.2470391822898562e-06,6.497187566028237e-06,4.603914010818766e-05,6.874782276908687e-06,2.5095440216458043e-05,SUCCEEDED
4.747,6.9549198678667485,1.928417451185038,2.247042828298316e-06,6.49719731054673e-06,4.603905274523444e-05,6.8747926779200085e-06,2.5272886768101513e-05,SUCCEEDED
4.78,6.954919849916588,1.928417627721335,2.2470462383652817e-06,6.497206955828664e-06,4.6038965158767336e-05,6.8748029080272505e-06,2.5450333300991135e-05,SUCCEEDED
4.813,6.954919831422211,1.9284178096071682,2.247049739850785e-06,6.497217044159689e-06,4.603887506707816e-05,6.874813586729654e-06,2.5633156980904363e-05,SUCCEEDED
4.8469999999999995,6.954919813471523,1.9284179861433721,2.2470531477942467e-06,6.497226683936739e-06,4.6038787481651565e-05,6.874823810940294e-06,2.5810603474575635e-05,SUCCEEDED
4.88,6.954919795520574,1.9284181626795291,2.247056572721619e-06,6.497236368794006e-06,4.603870002158275e-05,6.874834083306371e-06,2.5988049948037344e-05,SUCCEEDED
4.914,6.954919777025386,1.928418344565218,2.247060056480969e-06,6.497246410188398e-06,4.603860982403012e-05,6.874844711856282e-06,2.6170873566440324e-05,SUCCEEDED
4.947,6.954919759073909,1.9284185211012823,2.2470634943498314e-06,6.49725612976955e-06,4.6038522472936845e-05,6.874855021269006e-06,2.63483200009064e-05,SUCCEEDED
4.98,6.954919741122173,1.928418697637301,2.2470670994003288e-06,6.4972657654728035e-06,4.603843486086556e-05,6.874865306054534e-06,2.6525766416309734e-05,SUCCEEDED
5.015,6.954919722626171,1.928418879522847,2.247070381452282e-06,6.497275799344905e-06,4.6038344714663215e-05,6.874875861566743e-06,2.6708589974710205e-05,SUCCEEDED
5.047,6.954919704673905,1.9284190560587713,2.247074003789221e-06,6.497285481345629e-06,4.6038257243554314e-05,6.874886195756991e-06,2.6886036349752865e-05,SUCCEEDED
5.081,6.9549196867213805,1.9284192325946496,2.247077424630956e-06,6.497295155926981e-06,4.60381698003994e-05,6.874896457076158e-06,2.706348270529186e-05,SUCCEEDED
5.114,6.9549196682245675,1.928419414480052,2.2470809464009593e-06,6.497304810038503e-06,4.6038079707890796e-05,6.874906732038457e-06,2.72463062027606e-05,SUCCEEDED
5.15,6.954919650271513,1.9284195910158368,2.2470843294813386e-06,6.497314873360554e-06,4.6037992225790835e-05,6.874917348404478e-06,2.742375251882436e-05,SUCCEEDED
5.179,6.9549196323182,1.928419767551576,2.247087756629696e-06,6.497324564823853e-06,4.6037904846790946e-05,6.874927627739695e-06,2.7601198815606253e-05,SUCCEEDED
5.214,6.954919613820575,1.928419949436835,2.2470912785334507e-06,6.497334219552328e-06,4.603781477862618e-05,6.8749379033287834e-06,2.7784022252677606e-05,SUCCEEDED
5.247,6.954919595866733,1.9284201259724802,2.2470946695739496e-06,6.497343814958925e-06,4.6037727156481235e-05,6.874948080081235e-06,2.7961468509454494e-05,SUCCEEDED
5.279,6.954919577912632,1.92842030250808,2.2470983335881003e-06,6.497353608657853e-06,4.6037640039155525e-05,6.874958533457031e-06,2.8138914747171308e-05,SUCCEEDED
5.314,6.954919559414194,1.9284204843931956,2.2471015948119955e-06,6.497363587499404e-06,4.6037549804993125e-05,6.874969030153499e-06,2.8321738123716905e-05,SUCCEEDED
5.344,6.954919541459564,1.9284206609287022,2.247105234532695e-06,6.497373316491842e-06,4.6037462525208536e-05,6.874979414436413e-06,2.8499184322403914e-05,SUCCEEDED
5.38,6.954919523504673,1.928420837464164,2.2471086456924363e-06,6.497382965876657e-06,4.60373750751321e-05,6.874989648778377e-06,2.867663050278422e-05,SUCCEEDED
5.414,6.9549195050054236,1.9284210193491356,2.2471121257872645e-06,6.497392998943037e-06,4.603728496997655e-05,6.875000268259933e-06,2.8859453818054353e-05,SUCCEEDED
5.447,6.954919487050006,1.9284211958845037,2.2471155745098207e-06,6.497402748699324e-06,4.603719781141528e-05,6.875010609738005e-06,2.9036899958474647e-05,SUCCEEDED
5.48,6.954919469094326,1.9284213724198267,2.2471189801418004e-06,6.497412383671664e-06,4.6037110348294473e-05,6.875020828652334e-06,2.9214346080547753e-05,SUCCEEDED
5.515,6.954919450594264,1.928421554304655,2.2471224453514925e-06,6.497422377144662e-06,4.6037020156626564e-05,6.875031405849915e-06,2.939716933551859e-05,SUCCEEDED
5.547,6.954919432638058,1.9284217308398837,2.2471258928627106e-06,6.497432124013246e-06,4.603693301130801e-05,6.875041744202963e-06,2.957461541697076e-05,SUCCEEDED
5.5809999999999995,6.954919414681591,1.9284219073750661,2.247129495479742e-06,6.497441754598081e-06,4.603684551564903e-05,6.875052023355869e-06,2.975206147888233e-05,SUCCEEDED
5.6129999999999995,6.954919396180717,1.9284220892597508,2.2471327812986607e-06,6.497451799649431e-06,4.603675552440306e-05,6.8750625906645165e-06,2.993488467302506e-05,SUCCEEDED
5.649,6.954919378223722,1.92842226579484,2.247136415493142e-06,6.497461514590297e-06,4.603666827066816e-05,6.8750729598614015e-06,3.011233069551181e-05,SUCCEEDED
5.68,6.954919360266468,1.928422442329883,2.247139819414465e-06,6.497471145481995e-06,4.6036580837635257e-05,6.875083174360088e-06,3.02897766982793e-05,SUCCEEDED
5.714,6.954919341764781,1.9284226242144251,2.247143132675825e-06,6.497480774966865e-06,4.603649085504292e-05,6.87509335789676e-06,3.0472599832791014e-05,SUCCEEDED
5.748,6.9549193238069975,1.9284228007493738,2.2471467447251637e-06,6.4974904310670695e-06,4.603640346289801e-05,6.8751036642466e-06,3.065004579521049e-05,SUCCEEDED
5.78,6.9549193058489545,1.9284229772842778,2.2471501919349047e-06,6.497500177464915e-06,4.6036316361115315e-05,6.875114002056234e-06,3.082749173945795e-05,SUCCEEDED
5.8149999999999995,6.954919287346455,1.928423159168677,2.2471536653023707e-06,6.497510193547609e-06,4.6036226299720395e-05,6.8751246032880725e-06,3.101031481389961e-05,SUCCEEDED
5.8469999999999995,6.954919269387883,1.9284233357034868,2.2471570849753136e-06,6.497519866511082e-06,4.6036139011918903e-05,6.875134862696218e-06,3.118776071802177e-05,SUCCEEDED
5.879,6.954919251429052,1.9284235122382514,2.247160714724847e-06,6.497529570014269e-06,4.6036051772289016e-05,6.875145219630819e-06,3.136520660322032e-05,SUCCEEDED
5.915,6.954919232925742,1.928423694122507,2.247163993222647e-06,6.4975395968787265e-06,4.6035961811949206e-05,6.875155767358534e-06,3.1548029616973326e-05,SUCCEEDED
5.947,6.954919214966381,1.9284238706571775,2.2471674055128735e-06,6.497549250359842e-06,4.6035874489459174e-05,6.8751660059413264e-06,3.172547546213815e-05,SUCCEEDED
5.98,6.954919197006762,1.928424047191803,2.247171036775445e-06,6.49755895834709e-06,4.6035787290361446e-05,6.875176367608249e-06,3.1902921288732274e-05,SUCCEEDED
6.014,6.954919178502639,1.928424229075914,2.2471743042878292e-06,6.49756895546825e-06,4.6035697256009165e-05,6.875186883635692e-06,3.20857442407433e-05,SUCCEEDED
6.047,6.95491916054249,1.9284244056104456,2.2471779431074897e-06,6.497578683557551e-06,4.603561011987228e-05,6.875197266770626e-06,3.226319002752642e-05,SUCCEEDED
6.08,6.954919142582082,1.9284245821449322,2.2471813631712693e-06,6.497588358361267e-06,4.6035522890493425e-05,6.8752075280456915e-06,3.24406357956086e-05,SUCCEEDED
6.114,6.954919124077148,1.9284247640288998,2.2471848393726433e-06,6.49759838257213e-06,4.603543291304096e-05,6.875218137885532e-06,3.262345868715743e-05,SUCCEEDED
6.147,6.954919106116211,1.9284249405632925,2.2471882723088177e-06,6.497608091802844e-06,4.603534579210148e-05,6.875228435904081e-06,3.280090441534064e-05,SUCCEEDED
6.18,6.954919088155014,1.9284251170976399,2.247191667072195e-06,6.497617699539484e-06,4.6035258405177764e-05,6.875238625526207e-06,3.297835012478244e-05,SUCCEEDED
6.214,6.954919069649267,1.9284252989814632,2.247195199903914e-06,6.497627385261338e-06,4.603516863125206e-05,6.875248933978266e-06,3.316117295494688e-05,SUCCEEDED
6.247,6.9549190516875425,1.9284254755157177,2.247198599787703e-06,6.497637495951567e-06,4.603508150943754e-05,6.875259600602988e-06,3.333861862541648e-05,SUCCEEDED
6.28,6.954919033725557,1.9284256520499252,2.247202221023077e-06,6.497646688707368e-06,4.603499408602871e-05,6.87526947206005e-06,3.351606427546811e-05,SUCCEEDED
6.314,6.954919015218998,1.9284258339336053,2.2472055229787743e-06,6.497656778160875e-06,4.603490436177398e-05,6.8752800866063824e-06,3.369888704526568e-05,SUCCEEDED
6.3469999999999995,6.9549189972564855,1.9284260104677204,2.2472091525097593e-06,6.497666482231603e-06,4.60348172254464e-05,6.8752904440059586e-06,3.3876332656698946e-05,SUCCEEDED
6.381,6.954918979293712,1.9284261870017887,2.247212557106882e-06,6.497676116344476e-06,4.6034729947887955e-05,6.875300661769803e-06,3.405377824793601e-05,SUCCEEDED
6.415,6.9549189607863395,1.9284263688853265,2.2472160513388493e-06,6.497686189521827e-06,4.603464017292175e-05,6.875311323780011e-06,3.423660095843269e-05,SUCCEEDED
6.447,6.9549189428230385,1.9284265454193015,2.247219463994584e-06,6.497695845213419e-06,4.603455296584461e-05,6.875321564571349e-06,3.441404651025936e-05,SUCCEEDED
6.48,6.954918924859478,1.9284267219532307,2.247222891475551e-06,6.497705540480689e-06,4.603446587020374e-05,6.8753318476103525e-06,3.45914920428157e-05,SUCCEEDED
6.514,6.954918906351294,1.928426903836625,2.247226580581744e-06,6.4977156034338075e-06,4.603437604201098e-05,6.875342563653122e-06,3.477431469273015e-05,SUCCEEDED
6.546,6.954918888387204,1.928427080370461,2.2472297953633323e-06,6.497725261505044e-06,4.6034288903574403e-05,6.875352742017643e-06,3.4951760186057465e-05,SUCCEEDED
